6.05	0.000000184
6.1	0.000000183
6.15	0.000000183
6.2	0.000000183
6.25	0.000000182
6.3	0.000000182
6.35	0.000000182
6.4	0.000000183
6.45	0.000000184
6.5	0.000000184
6.55	0.000000182
6.6	0.000000182
6.65	0.000000183
6.7	0.000000184
6.75	0.000000183
6.8	0.000000182
6.85	0.000000180
6.9	0.000000178
6.95	0.000000178
7	0.000000178
7.05	0.000000177
7.1	0.000000176
7.15	0.000000174
7.2	0.000000173
7.25	0.000000173
7.3	0.000000172
7.35	0.000000170
7.4	0.000000169
7.45	0.000000170
7.5	0.000000171
7.55	0.000000172
7.6	0.000000173
7.65	0.000000174
7.7	0.000000175
7.75	0.000000175
7.8	0.000000175
7.85	0.000000175
7.9	0.000000175
7.95	0.000000174
8	0.000000174
8.05	0.000000176
8.1	0.000000176
8.15	0.000000174
8.2	0.000000173
8.25	0.000000172
8.3	0.000000172
8.35	0.000000173
8.4	0.000000173
8.45	0.000000174
8.5	0.000000174
8.55	0.000000174
8.6	0.000000174
8.65	0.000000174
8.7	0.000000173
8.75	0.000000171
8.8	0.000000170
8.85	0.000000170
8.9	0.000000170
8.95	0.000000170
9	0.000000169
9.05	0.000000168
9.1	0.000000168
9.15	0.000000168
9.2	0.000000168
9.25	0.000000169
9.3	0.000000168
9.35	0.000000168
9.4	0.000000168
9.45	0.000000169
9.5	0.000000170
9.55	0.000000168
9.6	0.000000168
9.65	0.000000169
9.7	0.000000168
9.75	0.000000167
9.8	0.000000165
9.85	0.000000163
9.9	0.000000163
9.95	0.000000163
10	0.000000163
10.05	0.000000165
10.1	0.000000164
10.15	0.000000165
10.2	0.000000165
10.25	0.000000163
10.3	0.000000164
10.35	0.000000164
10.4	0.000000163
10.45	0.000000164
10.5	0.000000164
10.55	0.000000164
10.6	0.000000164
10.65	0.000000161
10.7	0.000000160
10.75	0.000000159
10.8	0.000000159
10.85	0.000000157
10.9	0.000000155
10.95	0.000000154
11	0.000000153
11.05	0.000000152
11.1	0.000000151
11.15	0.000000153
11.2	0.000000152
11.25	0.000000150
11.3	0.000000149
11.35	0.000000150
11.4	0.000000150
11.45	0.000000150
11.5	0.000000150
11.55	0.000000153
11.6	0.000000153
11.65	0.000000152
11.7	0.000000153
11.75	0.000000154
11.8	0.000000153
11.85	0.000000155
11.9	0.000000154
11.95	0.000000155
12	0.000000156
12.05	0.000000158
12.1	0.000000159
12.15	0.000000159
12.2	0.000000158
12.25	0.000000158
12.3	0.000000157
12.35	0.000000158
12.4	0.000000161
12.45	0.000000161
12.5	0.000000161
12.55	0.000000161
12.6	0.000000162
12.65	0.000000164
12.7	0.000000164
12.75	0.000000165
12.8	0.000000164
12.85	0.000000163
12.9	0.000000165
12.95	0.000000165
13	0.000000166
13.05	0.000000163
13.1	0.000000164
13.15	0.000000165
13.2	0.000000166
13.25	0.000000166
13.3	0.000000166
13.35	0.000000166
13.4	0.000000168
13.45	0.000000169
13.5	0.000000169
13.55	0.000000168
13.6	0.000000166
13.65	0.000000166
13.7	0.000000165
13.75	0.000000164
13.8	0.000000163
13.85	0.000000165
13.9	0.000000165
13.95	0.000000164
14	0.000000164
14.05	0.000000164
14.1	0.000000164
14.15	0.000000164
14.2	0.000000164
14.25	0.000000164
14.3	0.000000163
14.35	0.000000162
14.4	0.000000162
14.45	0.000000160
14.5	0.000000161
14.55	0.000000161
14.6	0.000000161
14.65	0.000000161
14.7	0.000000161
14.75	0.000000160
14.8	0.000000158
14.85	0.000000156
14.9	0.000000157
14.95	0.000000159
15	0.000000158
15.05	0.000000158
15.1	0.000000160
15.15	0.000000158
15.2	0.000000154
15.25	0.000000157
15.3	0.000000157
15.35	0.000000157
15.4	0.000000157
15.45	0.000000159
15.5	0.000000161
15.55	0.000000161
15.6	0.000000161
15.65	0.000000161
15.7	0.000000160
15.75	0.000000159
15.8	0.000000159
15.85	0.000000157
15.9	0.000000158
15.95	0.000000160
16	0.000000161
16.05	0.000000161
16.1	0.000000161
16.15	0.000000160
16.2	0.000000161
16.25	0.000000159
16.3	0.000000162
16.35	0.000000160
16.4	0.000000158
16.45	0.000000156
16.5	0.000000156
16.55	0.000000157
16.6	0.000000155
16.65	0.000000155
16.7	0.000000155
16.75	0.000000152
16.8	0.000000153
16.85	0.000000154
16.9	0.000000154
16.95	0.000000153
17	0.000000153
17.05	0.000000152
17.1	0.000000154
17.15	0.000000154
17.2	0.000000154
17.25	0.000000154
17.3	0.000000153
17.35	0.000000152
17.4	0.000000152
17.45	0.000000152
17.5	0.000000152
17.55	0.000000151
17.6	0.000000154
17.65	0.000000159
17.7	0.000000160
17.75	0.000000159
17.8	0.000000154
17.85	0.000000154
17.9	0.000000158
17.95	0.000000159
18	0.000000154
18.05	0.000000153
18.1	0.000000154
18.15	0.000000156
18.2	0.000000155
18.25	0.000000159
18.3	0.000000156
18.35	0.000000159
18.4	0.000000159
18.45	0.000000160
18.5	0.000000158
18.55	0.000000155
18.6	0.000000153
18.65	0.000000155
18.7	0.000000157
18.75	0.000000157
18.8	0.000000159
18.85	0.000000158
18.9	0.000000156
18.95	0.000000155
19	0.000000155
19.05	0.000000159
19.1	0.000000155
19.15	0.000000155
19.2	0.000000156
19.25	0.000000154
19.3	0.000000150
19.35	0.000000152
19.4	0.000000155
19.45	0.000000155
19.5	0.000000154
19.55	0.000000154
19.6	0.000000157
19.65	0.000000155
19.7	0.000000153
19.75	0.000000155
19.8	0.000000157
19.85	0.000000155
19.9	0.000000155
19.95	0.000000157
20	0.000000158
